source,title,author,published,link,tags,summary
bhis,How to Put Yourself Out There – Networking on Social Media,BHIS,"Thu, 05 Sep 2024 15:10:39 +0000",https://www.blackhillsinfosec.com/how-to-put-yourself-out-there/,"General InfoSec Tips & Tricks, How-To, Informational, InfoSec 101, Serena DiPenti, InfoSec Survival Guide, Social Media","<p><img alt="""" class=""attachment-full size-full wp-post-image"" height=""720"" src=""https://www.blackhillsinfosec.com/wp-content/uploads/2024/09/BLOG_chalkboard_00686.png"" width=""1280"" /></p>
<p>It is no surprise that growing your social network can help get your name out there and provide opportunities to advance your career. LinkedIn, one of the original career-focused networking [&#8230;]</p>
<p>The post <a href=""https://www.blackhillsinfosec.com/how-to-put-yourself-out-there/"">How to Put Yourself Out There &#8211; Networking on Social Media</a> appeared first on <a href=""https://www.blackhillsinfosec.com"">Black Hills Information Security, Inc.</a>.</p>"
bhis,How to Get a Job in Cybersecurity,BHIS,"Thu, 05 Sep 2024 15:08:30 +0000",https://www.blackhillsinfosec.com/how-to-get-a-job-in-cybersecurity/,"General InfoSec Tips & Tricks, Guest Author, How-To, Informational, InfoSec 101, Infosec for Beginners, InfoSec Survival Guide, Job Hunting","<p><img alt="""" class=""attachment-full size-full wp-post-image"" height=""720"" src=""https://www.blackhillsinfosec.com/wp-content/uploads/2024/09/BLOG_chalkboard_00688.png"" width=""1280"" /></p>
<p>by Gerald Auger of Simply Cyber // Guest Author You want to break into cybersecurity? That&#8217;s AWESOME. I&#8217;ve been in the field for 20 years and I LOVE IT! But [&#8230;]</p>
<p>The post <a href=""https://www.blackhillsinfosec.com/how-to-get-a-job-in-cybersecurity/"">How to Get a Job in Cybersecurity</a> appeared first on <a href=""https://www.blackhillsinfosec.com"">Black Hills Information Security, Inc.</a>.</p>"
bhis,Crafting the Perfect Prompt: Getting the Most Out of ChatGPT and Other LLMs,BHIS,"Thu, 29 Aug 2024 14:03:54 +0000",https://www.blackhillsinfosec.com/crafting-the-perfect-prompt/,"Bronwen Aker, Fun & Games, General InfoSec Tips & Tricks, How-To, Informational, AI, Chatbots, ChatGPT, LLM","<p><img alt="""" class=""attachment-full size-full wp-post-image"" height=""720"" src=""https://www.blackhillsinfosec.com/wp-content/uploads/2024/08/BLOG_chalkboard_00685.jpg"" width=""1280"" /></p>
<p>&#124; Bronwen Aker // Sr. Technical Editor, M.S. Cybersecurity, GSEC, GCIH, GCFE Go online these days and you will see tons of articles, posts, Tweets, TikToks, and videos about how [&#8230;]</p>
<p>The post <a href=""https://www.blackhillsinfosec.com/crafting-the-perfect-prompt/"">Crafting the Perfect Prompt: Getting the Most Out of ChatGPT and Other LLMs</a> appeared first on <a href=""https://www.blackhillsinfosec.com"">Black Hills Information Security, Inc.</a>.</p>"
bhis,How to Perform and Combat Social Engineering,BHIS,"Fri, 23 Aug 2024 03:00:00 +0000",https://www.blackhillsinfosec.com/how-to-perform-and-combat-social-engineering/,"Ashley Knowles, Informational, Phishing, Red Team, Social Engineering, InfoSec Survival Guide","<p><img alt="""" class=""attachment-full size-full wp-post-image"" height=""720"" src=""https://www.blackhillsinfosec.com/wp-content/uploads/2024/08/BLOG_chalkboard_00684.png"" width=""1280"" /></p>
<p>This article was originally published in the second edition of the InfoSec Survival Guide. Find it free online HERE or order your $1 physical copy on the Spearphish General Store. [&#8230;]</p>
<p>The post <a href=""https://www.blackhillsinfosec.com/how-to-perform-and-combat-social-engineering/"">How to Perform and Combat Social Engineering</a> appeared first on <a href=""https://www.blackhillsinfosec.com"">Black Hills Information Security, Inc.</a>.</p>"
bhis,Ghost in the Wireless: An introduction to Airspace Analysis with Kismet,BHIS,"Thu, 15 Aug 2024 15:04:00 +0000",https://www.blackhillsinfosec.com/an-introduction-to-airspace-analysis-with-kismet/,"Cameron Cartier, General InfoSec Tips & Tricks, Informational, InfoSec 101, Recon, Wireless, Kismet, wifi","<p><img alt="""" class=""attachment-full size-full wp-post-image"" height=""720"" src=""https://www.blackhillsinfosec.com/wp-content/uploads/2024/08/BLOG_chalkboard_00683.png"" width=""1280"" /></p>
<p>This is the first installment in a series of blogs relating to practical analysis of wireless communications: what they are, how they work, and how they can be attacked. In [&#8230;]</p>
<p>The post <a href=""https://www.blackhillsinfosec.com/an-introduction-to-airspace-analysis-with-kismet/"">Ghost in the Wireless: An introduction to Airspace Analysis with Kismet </a> appeared first on <a href=""https://www.blackhillsinfosec.com"">Black Hills Information Security, Inc.</a>.</p>"
bhis,Mental Health – An Infosec Challenge,BHIS,"Thu, 08 Aug 2024 15:00:00 +0000",https://www.blackhillsinfosec.com/mental-health-an-infosec-challenge/,"General InfoSec Tips & Tricks, Guest Author, InfoSec 101, burnout, Infosec for Beginners, InfoSec Survival Guide, Mental health","<p><img alt="""" class=""attachment-full size-full wp-post-image"" height=""720"" src=""https://www.blackhillsinfosec.com/wp-content/uploads/2024/07/BLOG_chalkboard_00682.png"" width=""1280"" /></p>
<p>by Amanda Berlin of Mental Health Hackers This article was originally published in the second edition of the InfoSec Survival Guide. Find it free online HERE or order your $1 [&#8230;]</p>
<p>The post <a href=""https://www.blackhillsinfosec.com/mental-health-an-infosec-challenge/"">Mental Health &#8211; An Infosec Challenge</a> appeared first on <a href=""https://www.blackhillsinfosec.com"">Black Hills Information Security, Inc.</a>.</p>"
bhis,WifiForge – WiFi Exploitation for the Classroom,BHIS,"Thu, 01 Aug 2024 15:00:00 +0000",https://www.blackhillsinfosec.com/wififorge/,"InfoSec 101, Intern, Password Cracking, Red Team, Red Team Tools, Wireless","<p><img alt="""" class=""attachment-full size-full wp-post-image"" height=""720"" src=""https://www.blackhillsinfosec.com/wp-content/uploads/2024/07/BLOG_chalkboard_00681.png"" width=""1280"" /></p>
<p>by William Oldert // BHIS Intern BHIS had a problem. &#160; We needed an environment for students to learn WiFi hacking safely. Our original solution used interconnected physical network gear [&#8230;]</p>
<p>The post <a href=""https://www.blackhillsinfosec.com/wififorge/"">WifiForge &#8211; WiFi Exploitation for the Classroom</a> appeared first on <a href=""https://www.blackhillsinfosec.com"">Black Hills Information Security, Inc.</a>.</p>"
bhis,"Build a Home Lab: Equipment, Tools, and Tips",BHIS,"Thu, 25 Jul 2024 15:00:00 +0000",https://www.blackhillsinfosec.com/build-a-home-lab-equipment-tools-and-tips/,"General InfoSec Tips & Tricks, Guest Author, How-To, Informational, InfoSec 101, home lab, Infosec for Beginners, InfoSec Survival Guide, virtual machines","<p><img alt="""" class=""attachment-full size-full wp-post-image"" height=""720"" src=""https://www.blackhillsinfosec.com/wp-content/uploads/2024/07/BLOG_chalkboard_00680-1.jpg"" width=""1280"" /></p>
<p>by Martin Pearson &#124;&#124; Guest Author This article was originally published in the second edition of the InfoSec Survival Guide. Find it free online HERE or order your $1 physical [&#8230;]</p>
<p>The post <a href=""https://www.blackhillsinfosec.com/build-a-home-lab-equipment-tools-and-tips/"">Build a Home Lab: Equipment, Tools, and Tips</a> appeared first on <a href=""https://www.blackhillsinfosec.com"">Black Hills Information Security, Inc.</a>.</p>"
bhis,Auditing GitLab: Public Gitlab Projects on Internal Networks,BHIS,"Thu, 18 Jul 2024 15:00:00 +0000",https://www.blackhillsinfosec.com/auditing-gitlab/,"External/Internal, General InfoSec Tips & Tricks, How-To, InfoSec 201, audit, GitLab, gitleaks, leaks, secrets","<p><img alt="""" class=""attachment-full size-full wp-post-image"" height=""720"" src=""https://www.blackhillsinfosec.com/wp-content/uploads/2024/07/BLOG_chalkboard_00679-1.jpg"" width=""1280"" /></p>
<p>A great place that can sometimes be overlooked on an internal penetration test are the secrets hidden in plain sight. That is, a place where no authentication is required in [&#8230;]</p>
<p>The post <a href=""https://www.blackhillsinfosec.com/auditing-gitlab/"">Auditing GitLab: Public Gitlab Projects on Internal Networks</a> appeared first on <a href=""https://www.blackhillsinfosec.com"">Black Hills Information Security, Inc.</a>.</p>"
bhis,How to Install LineageOS on Your Android Device,BHIS,"Thu, 11 Jul 2024 15:05:22 +0000",https://www.blackhillsinfosec.com/how-to-install-lineageos-on-your-android-device/,"Connor Costigan, Hardware Hacking, Informational, Mobile, Android, LineageOS, ROM Flashing","<p><img alt="""" class=""attachment-full size-full wp-post-image"" height=""720"" src=""https://www.blackhillsinfosec.com/wp-content/uploads/2024/07/BLOG_chalkboard_000678.png"" width=""1280"" /></p>
<p>Hey guys, my name is Connor. I am a web developer here at BHIS who also loves hacking phones. Particularly, Android phones!&#160;Today, I am going to show you the basics [&#8230;]</p>
<p>The post <a href=""https://www.blackhillsinfosec.com/how-to-install-lineageos-on-your-android-device/"">How to Install LineageOS on Your Android Device </a> appeared first on <a href=""https://www.blackhillsinfosec.com"">Black Hills Information Security, Inc.</a>.</p>"
bhis,Introducing SlackEnum: A User Enumeration Tool for Slack,BHIS,"Thu, 27 Jun 2024 15:00:00 +0000",https://www.blackhillsinfosec.com/introducing-slackenum/,"How-To, Informational, Michael Allen, Recon, Red Team, Red Team Tools, Web App","<p><img alt="""" class=""attachment-full size-full wp-post-image"" height=""720"" src=""https://www.blackhillsinfosec.com/wp-content/uploads/2024/06/Slackenum_header.png"" width=""1280"" /></p>
<p>Recently, as part of our ANTISOC Continuous Penetration Testing (CPT) service, I had an opportunity to investigate how attackers can leverage Slack in cyber-attacks, similar to how we frequently use [&#8230;]</p>
<p>The post <a href=""https://www.blackhillsinfosec.com/introducing-slackenum/"">Introducing SlackEnum: A User Enumeration Tool for Slack</a> appeared first on <a href=""https://www.blackhillsinfosec.com"">Black Hills Information Security, Inc.</a>.</p>"
bhis,From High School to Cyber Ninja—For Free (Almost)!,BHIS,"Thu, 20 Jun 2024 15:00:00 +0000",https://www.blackhillsinfosec.com/from-high-school-to-cyber-ninja/,"Carrie Roberts, General InfoSec Tips & Tricks, How-To, Informational, InfoSec 101, Getting Started In InfoSec, Infosec for Beginners, training","<p><img alt="""" class=""attachment-full size-full wp-post-image"" height=""720"" src=""https://www.blackhillsinfosec.com/wp-content/uploads/2024/06/cyberninja_header.png"" width=""1280"" /></p>
<p>&#124; Carrie Roberts // Guest Author Carrie Roberts is an Antisyphon instructor and experienced cyber security professional who has mentored many on their journey into cyber. My name is Carrie [&#8230;]</p>
<p>The post <a href=""https://www.blackhillsinfosec.com/from-high-school-to-cyber-ninja/"">From High School to Cyber Ninja—For Free (Almost)!</a> appeared first on <a href=""https://www.blackhillsinfosec.com"">Black Hills Information Security, Inc.</a>.</p>"
bhis,Augmenting Security Testing and Analysis Activities with Microsoft 365 Products,BHIS,"Thu, 13 Jun 2024 15:00:00 +0000",https://www.blackhillsinfosec.com/augmenting-security-testing-and-analysis-activities-with-microsoft-365-products/,"David Fletcher, Informational, Red Team, macros, Microsoft 365","<p><img alt="""" class=""attachment-full size-full wp-post-image"" height=""720"" src=""https://www.blackhillsinfosec.com/wp-content/uploads/2024/06/AD_pt4header-2.png"" width=""1280"" /></p>
<p>Use of Microsoft 365 products in security testing is not a new concept. For a long time, I&#8217;ve incorporated various activities using Office products into my testing regimen. In the [&#8230;]</p>
<p>The post <a href=""https://www.blackhillsinfosec.com/augmenting-security-testing-and-analysis-activities-with-microsoft-365-products/"">Augmenting Security Testing and Analysis Activities with Microsoft 365 Products</a> appeared first on <a href=""https://www.blackhillsinfosec.com"">Black Hills Information Security, Inc.</a>.</p>"
bhis,DLL Jmping: Old Hollow Trampolines in Windows DLL Land,BHIS,"Thu, 06 Jun 2024 14:45:37 +0000",https://www.blackhillsinfosec.com/dll-jmping/,"Debjeet Banerjee, General InfoSec Tips & Tricks, Informational, InfoSec 201, Red Team, Red Team Tools","<p>DLL hollowing is an age-old technique used by malware authors to have a memory-backed shellcode. However, defensive mechanisms like CFG and XFG have made it incredibly difficult to implement such [&#8230;]</p>
<p>The post <a href=""https://www.blackhillsinfosec.com/dll-jmping/"">DLL Jmping: Old Hollow Trampolines in Windows DLL Land</a> appeared first on <a href=""https://www.blackhillsinfosec.com"">Black Hills Information Security, Inc.</a>.</p>"
bhis,Abusing Active Directory Certificate Services (Part 4),BHIS,"Thu, 30 May 2024 15:31:17 +0000",https://www.blackhillsinfosec.com/abusing-active-directory-certificate-services-part-4/,"Alyssa Snow, Blue Team, External/Internal, General InfoSec Tips & Tricks, How-To, Informational, Red Team","<p>Start this blog series from the beginning here: PART 1 Misconfigurations in Active Directory Certificate Services (ADCS) can introduce critical vulnerabilities into an Enterprise environment. In this article, we will [&#8230;]</p>
<p>The post <a href=""https://www.blackhillsinfosec.com/abusing-active-directory-certificate-services-part-4/"">Abusing Active Directory Certificate Services (Part 4)</a> appeared first on <a href=""https://www.blackhillsinfosec.com"">Black Hills Information Security, Inc.</a>.</p>"
bhis,Offensive IoT for Red Team Implants (Part 3),BHIS,"Thu, 23 May 2024 14:00:00 +0000",https://www.blackhillsinfosec.com/offensive-iot-for-red-team-implants-part-3/,"Hardware Hacking, How-To, Informational, Physical, Red Team, Red Team Tools, Tim Fowler","<p><img alt="""" class=""attachment-full size-full wp-post-image"" height=""720"" src=""https://www.blackhillsinfosec.com/wp-content/uploads/2024/05/IotPt3_header.png"" width=""1280"" /></p>
<p>This is part three of the blog series, Offensive IoT for Red Team Implants. We will be building off from where we left off in the last post, which can [&#8230;]</p>
<p>The post <a href=""https://www.blackhillsinfosec.com/offensive-iot-for-red-team-implants-part-3/"">Offensive IoT for Red Team Implants (Part 3)</a> appeared first on <a href=""https://www.blackhillsinfosec.com"">Black Hills Information Security, Inc.</a>.</p>"
bhis,Introducing Squeegee: The Microsoft Windows RDP Scraping Utility,BHIS,"Fri, 17 May 2024 16:00:00 +0000",https://www.blackhillsinfosec.com/introducing-squeegee-the-microsoft-windows-rdp-scraping-utility/,"David Fletcher, Informational, Red Team, Red Team Tools","<p><img alt="""" class=""attachment-full size-full wp-post-image"" height=""720"" src=""https://www.blackhillsinfosec.com/wp-content/uploads/2024/05/Squeegee-header.png"" width=""1280"" /></p>
<p>Hi, it’s David with BHIS! You’ll be saying, “Wow,” every time you use this tool. It’s like a shammy. It’s like a towel. It’s like a sponge. A regular towel [&#8230;]</p>
<p>The post <a href=""https://www.blackhillsinfosec.com/introducing-squeegee-the-microsoft-windows-rdp-scraping-utility/"">Introducing Squeegee: The Microsoft Windows RDP Scraping Utility</a> appeared first on <a href=""https://www.blackhillsinfosec.com"">Black Hills Information Security, Inc.</a>.</p>"
bhis,Offensive IoT for Red Team Implants (Part 2),BHIS,"Thu, 16 May 2024 15:00:00 +0000",https://www.blackhillsinfosec.com/offensive-iot-for-red-team-implants-part-2/,"Hardware Hacking, How-To, Informational, Physical, Red Team, Red Team Tools, Tim Fowler","<p><img alt="""" class=""attachment-full size-full wp-post-image"" height=""720"" src=""https://www.blackhillsinfosec.com/wp-content/uploads/2024/05/Offensive-IoT-Part-2.png"" width=""1280"" /></p>
<p>This is Part Two of the blog series, Offensive IoT for Red Team Implants, so if you have not read PART ONE, I would encourage you do to so first [&#8230;]</p>
<p>The post <a href=""https://www.blackhillsinfosec.com/offensive-iot-for-red-team-implants-part-2/"">Offensive IoT for Red Team Implants (Part 2)</a> appeared first on <a href=""https://www.blackhillsinfosec.com"">Black Hills Information Security, Inc.</a>.</p>"
bhis,Offensive IoT for Red Team Implants – Part 1,BHIS,"Thu, 09 May 2024 15:00:00 +0000",https://www.blackhillsinfosec.com/offensive-iot-for-red-team-implants-part-1/,"Hardware Hacking, Physical, Red Team, Red Team Tools, Tim Fowler","<p><img alt="""" class=""attachment-full size-full wp-post-image"" height=""720"" src=""https://www.blackhillsinfosec.com/wp-content/uploads/2024/05/Offensive-IoT-for-Red-Team-Implants-Part-1-1.png"" width=""1280"" /></p>
<p>This is part one of a multipart blog series on researching a new generation of hardware implants and how using solutions from the world of IoT can unleash new capabilities. [&#8230;]</p>
<p>The post <a href=""https://www.blackhillsinfosec.com/offensive-iot-for-red-team-implants-part-1/"">Offensive IoT for Red Team Implants &#8211; Part 1</a> appeared first on <a href=""https://www.blackhillsinfosec.com"">Black Hills Information Security, Inc.</a>.</p>"
bhis,At Home Detection Engineering Lab for Beginners,BHIS,"Thu, 02 May 2024 15:00:00 +0000",https://www.blackhillsinfosec.com/at-home-detection-engineering-lab-for-beginners/,"Blue Team, Guest Author, How-To, Detection, framework, homelab, mitre att&ck","<p><img alt="""" class=""attachment-full size-full wp-post-image"" height=""720"" src=""https://www.blackhillsinfosec.com/wp-content/uploads/2024/04/BLOG_chalkboard_00665.png"" width=""1280"" /></p>
<p>&#124; Niccolo Arboleda &#124; Guest Author Niccolo Arboleda is a cybersecurity enthusiast and student at the University of Toronto. He is usually found in his home lab studying different cybersecurity [&#8230;]</p>
<p>The post <a href=""https://www.blackhillsinfosec.com/at-home-detection-engineering-lab-for-beginners/"">At Home Detection Engineering Lab for Beginners</a> appeared first on <a href=""https://www.blackhillsinfosec.com"">Black Hills Information Security, Inc.</a>.</p>"
bhis,Deploy an Active Directory Lab Within Minutes,BHIS,"Thu, 25 Apr 2024 15:00:00 +0000",https://www.blackhillsinfosec.com/deploy-an-active-directory-lab-within-minutes/,"Alyssa Snow, External/Internal, General InfoSec Tips & Tricks, How-To, Informational","<p><img alt="""" class=""attachment-full size-full wp-post-image"" height=""720"" src=""https://www.blackhillsinfosec.com/wp-content/uploads/2024/04/ADLab_header.png"" width=""1280"" /></p>
<p>Creating your own lab can sound like a daunting task. By the end of this blog post, you will be able to deploy your own Active Directory (AD) environment in [&#8230;]</p>
<p>The post <a href=""https://www.blackhillsinfosec.com/deploy-an-active-directory-lab-within-minutes/"">Deploy an Active Directory Lab Within Minutes</a> appeared first on <a href=""https://www.blackhillsinfosec.com"">Black Hills Information Security, Inc.</a>.</p>"
bhis,Red Teaming: A Story From the Trenches,BHIS,"Thu, 18 Apr 2024 17:08:53 +0000",https://www.blackhillsinfosec.com/red-teaming-a-story-from-the-trenches/,"Informational, Joff Thyer, Physical, Red Team, Social Engineering, Pen Testing, PROMPT#","<p><img alt="""" class=""attachment-full size-full wp-post-image"" height=""720"" src=""https://www.blackhillsinfosec.com/wp-content/uploads/2024/05/BLOG_chalkboard_000666.jpg"" width=""1280"" /></p>
<p>This article originally featured in the very first issue of our PROMPT# zine &#8212; Choose Wisely. You can find that issue (and all the others) here: https://www.blackhillsinfosec.com/prompt-zine/ I remember a [&#8230;]</p>
<p>The post <a href=""https://www.blackhillsinfosec.com/red-teaming-a-story-from-the-trenches/"">Red Teaming: A Story From the Trenches</a> appeared first on <a href=""https://www.blackhillsinfosec.com"">Black Hills Information Security, Inc.</a>.</p>"
bhis,How to Install and Perform Wi-Fi Attacks with Wifiphisher,BHIS,"Thu, 11 Apr 2024 15:00:00 +0000",https://www.blackhillsinfosec.com/how-to-install-and-perform-wi-fi-attacks-with-wifiphisher/,"General InfoSec Tips & Tricks, How-To, Informational, InfoSec 101, Jordan Drysdale, Wireless, How to, wifiphisher, wireless testing, wireless tools","<p><img alt="""" class=""attachment-full size-full wp-post-image"" height=""720"" src=""https://www.blackhillsinfosec.com/wp-content/uploads/2024/04/BLOG_chalkboard_00664.png"" width=""1280"" /></p>
<p>tl;dr: Install Wifiphisher on Kali and run a basic attack.&#160; This crappy little copy/paste-able operation resulted in a functional Wifiphisher virtual environment on Kali (as of January 22, 2024).&#160;&#160; Two [&#8230;]</p>
<p>The post <a href=""https://www.blackhillsinfosec.com/how-to-install-and-perform-wi-fi-attacks-with-wifiphisher/"">How to Install and Perform Wi-Fi Attacks with Wifiphisher </a> appeared first on <a href=""https://www.blackhillsinfosec.com"">Black Hills Information Security, Inc.</a>.</p>"
bhis,The Human Element in Cybersecurity: Understanding Trust and Social Engineering,BHIS,"Fri, 05 Apr 2024 14:48:58 +0000",https://www.blackhillsinfosec.com/understanding-trust-and-social-engineering/,"Informational, InfoSec 101, Phishing, Physical, Red Team, Social Engineering, Infosec for Beginners","<p><img alt="""" class=""attachment-full size-full wp-post-image"" height=""720"" src=""https://www.blackhillsinfosec.com/wp-content/uploads/2024/04/BLOG_chalkboard_00663.jpg"" width=""1280"" /></p>
<p>Human Trust&#160; Most people associated with information technology roles understand the application of technical controls like the use of firewalls, encryption, and security products for defenses against digital threats. Proper [&#8230;]</p>
<p>The post <a href=""https://www.blackhillsinfosec.com/understanding-trust-and-social-engineering/"">The Human Element in Cybersecurity: Understanding Trust and Social Engineering </a> appeared first on <a href=""https://www.blackhillsinfosec.com"">Black Hills Information Security, Inc.</a>.</p>"
bhis,In Through the Front Door – Protecting Your Perimeter,BHIS,"Thu, 28 Mar 2024 14:00:00 +0000",https://www.blackhillsinfosec.com/in-through-the-front-door-protecting-your-perimeter/,"General InfoSec Tips & Tricks, Incident Response, Informational, Terry Reece, externally exploitable services","<p><img alt="""" class=""attachment-full size-full wp-post-image"" height=""720"" src=""https://www.blackhillsinfosec.com/wp-content/uploads/2024/03/BLOG_chalkboard_00662.jpg"" width=""1280"" /></p>
<p>While social engineering attacks such as phishing are a great way to gain a foothold in a target environment, direct attacks against externally exploitable services are continuing to make headlines. [&#8230;]</p>
<p>The post <a href=""https://www.blackhillsinfosec.com/in-through-the-front-door-protecting-your-perimeter/"">In Through the Front Door &#8211; Protecting Your Perimeter  </a> appeared first on <a href=""https://www.blackhillsinfosec.com"">Black Hills Information Security, Inc.</a>.</p>"
bhis,"Can’t Stop, Won’t Stop Hijacking (CSWSH) WebSockets",BHIS,"Thu, 21 Mar 2024 13:29:27 +0000",https://www.blackhillsinfosec.com/cant-stop-wont-stop-hijacking-websockets/,"How-To, InfoSec 201, Jack Hyland, Web App, cross-site websocket hijacking, CSWSH, SOP, websocket","<p>The WebSocket Protocol, standardized in 2011 with RFC 6455, enables full-duplex communication between clients and web servers over a single, persistent connection, resolving a longstanding limitation of HTTP that hindered [&#8230;]</p>
<p>The post <a href=""https://www.blackhillsinfosec.com/cant-stop-wont-stop-hijacking-websockets/"">Can&#8217;t Stop, Won’t Stop Hijacking (CSWSH) WebSockets </a> appeared first on <a href=""https://www.blackhillsinfosec.com"">Black Hills Information Security, Inc.</a>.</p>"
bhis,Wishing: Webhook Phishing in Teams,BHIS,"Thu, 14 Mar 2024 13:10:52 +0000",https://www.blackhillsinfosec.com/wishing-webhook-phishing-in-teams/,"External/Internal, Matthew Eidelberg, Phishing, Red Team, Red Team Tools, Persistence, Teams, Webhooks","<p><img alt="""" class=""attachment-full size-full wp-post-image"" height=""720"" src=""https://www.blackhillsinfosec.com/wp-content/uploads/2024/03/BLOG_chalkboard_00660.png"" width=""1280"" /></p>
<p>Quick Jump: In the constantly evolving landscape of cybersecurity, it is common to see features designed for convenience lead to negative cybersecurity consequences. Microsoft Teams, an essential tool for corporate [&#8230;]</p>
<p>The post <a href=""https://www.blackhillsinfosec.com/wishing-webhook-phishing-in-teams/"">Wishing: Webhook Phishing in Teams</a> appeared first on <a href=""https://www.blackhillsinfosec.com"">Black Hills Information Security, Inc.</a>.</p>"
bhis,OSINT for Incident Response (Part 2),BHIS,"Thu, 07 Mar 2024 16:00:00 +0000",https://www.blackhillsinfosec.com/osint-for-incident-response-part-2/,"Incident Response, Informational, Patterson Cake, OSINT","<p><img alt="""" class=""attachment-full size-full wp-post-image"" height=""720"" src=""https://www.blackhillsinfosec.com/wp-content/uploads/2024/03/OSINTforIR_pt2.png"" width=""1280"" /></p>
<p>Be sure to read PART 1! Metadata and a New-Fashioned Bank Robbery Let’s face it, some cases are just more interesting than others and, when you do incident response for [&#8230;]</p>
<p>The post <a href=""https://www.blackhillsinfosec.com/osint-for-incident-response-part-2/"">OSINT for Incident Response (Part 2)</a> appeared first on <a href=""https://www.blackhillsinfosec.com"">Black Hills Information Security, Inc.</a>.</p>"
bhis,Initial Access Operations Part 2: Offensive DevOps,BHIS,"Thu, 29 Feb 2024 14:00:00 +0000",https://www.blackhillsinfosec.com/initial-access-operations-part-2/,"Informational, InfoSec 301, Joff Thyer, Red Team, devops, malwaredev","<p><img alt="""" class=""attachment-full size-full wp-post-image"" height=""720"" src=""https://www.blackhillsinfosec.com/wp-content/uploads/2024/02/BLOG_chalkboard_00658.png"" width=""1280"" /></p>
<p>The Challenge As stated in PART 1 of this blog, the Windows endpoint defense technology stack in a mature organization represents a challenge for Red Teamer initial access operations. For [&#8230;]</p>
<p>The post <a href=""https://www.blackhillsinfosec.com/initial-access-operations-part-2/"">Initial Access Operations Part 2: Offensive DevOps</a> appeared first on <a href=""https://www.blackhillsinfosec.com"">Black Hills Information Security, Inc.</a>.</p>"
bhis,Initial Access Operations Part 1: The Windows Endpoint Defense Technology Landscape,BHIS,"Thu, 22 Feb 2024 16:00:00 +0000",https://www.blackhillsinfosec.com/initial-access-operations-part-1/,"Informational, InfoSec 301, Joff Thyer, Red Team","<p>Today’s endpoint defense landscape on the Windows desktop platform is rich with product offerings of quite sophisticated capabilities. Beyond the world of antivirus products, Extended Detection and Response (XDR), and [&#8230;]</p>
<p>The post <a href=""https://www.blackhillsinfosec.com/initial-access-operations-part-1/"">Initial Access Operations Part 1: The Windows Endpoint Defense Technology Landscape</a> appeared first on <a href=""https://www.blackhillsinfosec.com"">Black Hills Information Security, Inc.</a>.</p>"
bhis,Hacking with Hydra,BHIS,"Thu, 15 Feb 2024 17:00:00 +0000",https://www.blackhillsinfosec.com/hacking-with-hydra/,"External/Internal, Informational, InfoSec 101, John Malone, Password Spray, Red Team","<p><img alt="""" class=""attachment-full size-full wp-post-image"" height=""720"" src=""https://www.blackhillsinfosec.com/wp-content/uploads/2024/02/BLOG_chalkboard_00655.png"" width=""1280"" /></p>
<p>What is Hydra? Hydra is a tool that can be used for password spraying. Let’s begin by defining the term “password spray.&#8221; A password spray is where an attacker defines [&#8230;]</p>
<p>The post <a href=""https://www.blackhillsinfosec.com/hacking-with-hydra/"">Hacking with Hydra</a> appeared first on <a href=""https://www.blackhillsinfosec.com"">Black Hills Information Security, Inc.</a>.</p>"
bhis,Revisiting Insecure Direct Object Reference (IDOR),BHIS,"Thu, 08 Feb 2024 16:00:00 +0000",https://www.blackhillsinfosec.com/revisiting-insecure-direct-object-reference-idor/,"External/Internal, Finding, General InfoSec Tips & Tricks, How-To, Melissa Bruno, Web App, IDOR, Insecure Direct Object Reference","<p><img alt="""" class=""attachment-full size-full wp-post-image"" height=""720"" src=""https://www.blackhillsinfosec.com/wp-content/uploads/2024/02/BLOG_chalkboard_00656.png"" width=""1280"" /></p>
<p>The new year has begun, and as a penetration tester at Black Hills Information Security, one thing really struck me as I reflected on 2023: a concerningly large number of [&#8230;]</p>
<p>The post <a href=""https://www.blackhillsinfosec.com/revisiting-insecure-direct-object-reference-idor/"">Revisiting Insecure Direct Object Reference (IDOR)</a> appeared first on <a href=""https://www.blackhillsinfosec.com"">Black Hills Information Security, Inc.</a>.</p>"
bhis,Bypass NTLM Message Integrity Check – Drop the MIC,BHIS,"Thu, 01 Feb 2024 16:00:00 +0000",https://www.blackhillsinfosec.com/bypass-ntlm-message-integrity-check-drop-the-mic/,"Alyssa Snow, Blue Team, External/Internal, General InfoSec Tips & Tricks, How-To, Informational, LLMNR, Red Team","<p><img alt="""" class=""attachment-full size-full wp-post-image"" height=""720"" src=""https://www.blackhillsinfosec.com/wp-content/uploads/2024/02/BLOG_chalkboard_00654.jpg"" width=""1280"" /></p>
<p>In An SMB Relay Race – How To Exploit LLMNR and SMB Message Signing for Fun and Profit, Jordan Drysdale shared the dangers of lack of SMB Signing requirements and [&#8230;]</p>
<p>The post <a href=""https://www.blackhillsinfosec.com/bypass-ntlm-message-integrity-check-drop-the-mic/"">Bypass NTLM Message Integrity Check &#8211; Drop the MIC</a> appeared first on <a href=""https://www.blackhillsinfosec.com"">Black Hills Information Security, Inc.</a>.</p>"
