source,title,author,published,year,month,link,tags,summary
bhis,unpacking the packet: demystifying the internet protocol,Kassie Kimball,2023-11-16 16:57:15+00:00,2023,11,https://www.blackhillsinfosec.com/unpacking-the-packet/,"informational, infosec 101, serena dipenti, internet protocol, ip, networking","the internet is a product of a global group effort to build an interoperable network connecting billions of devices, regardless of country, region, or manufacturer. that effort yielded hundreds of […]"
bhis,abusing active directory certificate services (part 3),Kassie Kimball,2023-11-09 17:06:33+00:00,2023,11,https://www.blackhillsinfosec.com/abusing-active-directory-certificate-services-part-3/,"alyssa snow, blue team, external/internal, general infosec tips & tricks, how-to, informational, infosec 101, red team, active directory, adcs, exploit","| alyssa snow in part one and part two of this blog series, we discussed common misconfigurations of active directory certificate templates. in this post, we will walk through exploitation […]"
bhis,rotating your passwords after a password manager breach,Kassie Kimball,2023-11-02 16:13:04+00:00,2023,11,https://www.blackhillsinfosec.com/rotating-your-passwords-after-a-password-manager-breach/,"ethan robish, general infosec tips & tricks, how-to, informational, infosec 101, personal security",| ethan robish it’s been nearly a year since lastpass was breached and users’ encrypted vaults were stolen.  i had already migrated to a different password manager for all my […]
bhis,opt for totp to deal with mfa app sprawl,Kassie Kimball,2023-10-26 16:00:00+00:00,2023,10,https://www.blackhillsinfosec.com/opt-for-totp/,"general infosec tips & tricks, informational, sean verity",| sean verity do you have a bunch of mfa apps on your phone that leave you feeling like you can’t put your arms down? or maybe all those mfa […]
bhis,introducing graphrunner: a post-exploitation toolset for microsoft 365,Kassie Kimball,2023-10-19 17:59:35+00:00,2023,10,https://www.blackhillsinfosec.com/introducing-graphrunner/,"beau bullock, how-to, red team, red team tools, steve borosh, azure, cloud, microsoft365","by beau bullock & steve borosh tl;dr we built a post-compromise toolset called graphrunner for interacting with the microsoft graph api. it provides various tools for performing reconnaissance, persistence, and […]"
bhis,abusing active directory certificate services (part 2),BHIS,2023-10-12 15:44:18+00:00,2023,10,https://www.blackhillsinfosec.com/abusing-active-directory-certificate-services-part-2/,"alyssa snow, blue team, external/internal, how-to, informational, red team, red team tools, active directory, exploit","misconfigurations in active directory certificate services (adcs) can introduce critical vulnerabilities into an enterprise active directory environment, such as paths of escalation from low privileged accounts to domain administrator."
bhis,abusing active directory certificate services (part 1),BHIS,2023-10-05 16:00:00+00:00,2023,10,https://www.blackhillsinfosec.com/abusing-active-directory-certificate-services-part-one/,"alyssa snow, blue team, external/internal, how-to, informational, red team, red team tools, active directory, exploit","active directory certificate services (adcs) is used for public key infrastructure in an active directory environment. adcs is widely used in enterprise active directory environments for managing certificates for systems, users, applications, and more."
bhis,stop phishing yourself: how auto-forwarding and exchange contacts can stab you in the back,Kassie Kimball,2023-09-21 16:39:35+00:00,2023,9,https://www.blackhillsinfosec.com/stop-phishing-yourself/,"blue team, hayden covington, hunt teaming, informational, phishing","hayden covington // phishing is an ever-present threat, but lately, user education and spam filters have helped mitigate some of that threat. but what happens when a phish makes it […]"
bhis,wrangling the m365 ual with sof-elk and csv data (part 3 of 3),Kassie Kimball,2023-09-07 16:04:25+00:00,2023,9,https://www.blackhillsinfosec.com/wrangling-the-m365-ual-part-3-of-3/,"how-to, incident response, informational, infosec 201, patterson cake, phishing, csv data, m365, microsoft 365, sof-elk, ual, unified audit log","patterson cake // part 1 part 2 in part one of “wrangling the m365 ual,” we talked about acquiring, parsing, and querying ual data using powershell and sof-elk. in part […]"
bhis,wrangling the m365 ual with sof-elk on ec2 (part 2 of 3),Kassie Kimball,2023-08-24 16:36:57+00:00,2023,8,https://www.blackhillsinfosec.com/wrangling-the-m365-ual-with-sof-elk-on-ec2-part-2-of-3/,"how-to, informational, infosec 201, patterson cake, phishing, bec, business email compromise, ec2, exchange online management, m365, microsoft 365, sof-elk, ual, unified audit log","patterson cake // in part 1 of “wrangling the m365 ual,” we talked about the value of the unified audit log (ual), some of the challenges associated with acquisition, parsing, […]"
bhis,wrangling the m365 ual with powershell and sof-elk (part 1 of 3),Kassie Kimball,2023-08-10 16:08:48+00:00,2023,8,https://www.blackhillsinfosec.com/wrangling-the-m365-ual-with-powershell-and-sof-elk-part-1-of-3/,"how-to, incident response, infosec 201, patterson cake, phishing, bec, business email compromise, exchange online management, m365, microsoft 365, powershell exo, sof-elk, ual, unified audit log","patterson cake // when it comes to m365 audit and investigation, the “unified audit log” (ual) is your friend. it can be surly, obstinate, and wholly inadequate, but your friend […]"
bhis,join us for camp bhis @ def con 31,Kassie Kimball,2023-08-04 00:37:10+00:00,2023,8,https://www.blackhillsinfosec.com/camp-bhis-def-con-31/,"backdoors & breaches, fun & games, informational, news, def con","hey, campers! it’s that time of year again. the smell of 0-day in the air. charlatans roasting by the pyre. old friends and new gather in one of the worst […]"
bhis,welcome to shark week: a guide for getting started with wireshark and tshark,Kassie Kimball,2023-07-27 15:27:15+00:00,2023,7,https://www.blackhillsinfosec.com/welcome-to-shark-week/,"blue team, blue team tools, general infosec tips & tricks, how-to, incident response, informational, infosec 101, infosec 201, troy wojewoda, dfir","troy wojewoda // in honor of shark week1, i decided to write this blog to demonstrate various techniques i’ve found useful when analyzing network traffic with wireshark, as well as […]"
bhis,shenetworks’ guide to landing your first tech job,Kassie Kimball,2023-07-20 16:33:11+00:00,2023,7,https://www.blackhillsinfosec.com/shenetworks-guide-to-landing-your-first-tech-job/,"general infosec tips & tricks, how-to, informational, infosec 101, serena dipenti","serena dipenti // buckle up for this one because i’m about to give you a lot of information. as someone who works in tech and creates tech content, i am […]"
bhis,evasive file smuggling with skyhook,BHIS,2023-06-15 13:20:00+00:00,2023,6,https://www.blackhillsinfosec.com/evasive-file-smuggling-with-skyhook/,"external/internal, how-to, informational, justin angel, exfil","imposterkeanu // introduction  this blog post introduces the reader to “the obfuscation hustle”, a term i enjoy using to describe the tedious process of obfuscating and delivering files to corporate […]"
bhis,why do car dealers need cybersecurity services?,BHIS,2023-06-08 19:13:32+00:00,2023,6,https://www.blackhillsinfosec.com/why-do-car-dealers-need-cybersecurity-services/,"informational, infosec 101, tom smith, compliance, ftc, incident response, penetration testing, safeguard rule","tom smith // at black hills information security (bhis), we deal with all manner of clients, public and private. until a month or two ago, though, we’d never dealt with […]"
bhis,shenetworks recommends: using nmap like a pro,BHIS,2023-06-05 19:23:18+00:00,2023,6,https://www.blackhillsinfosec.com/shenetworks-recommends-using-nmap-like-a-pro/,"recon, serena dipenti",shenetworks // one day at work i received a case stating a client couldn’t connect to the management interface of a new server. i asked the client to change the […]
bhis,six tips for managing penetration test data,BHIS,2023-05-25 16:29:30+00:00,2023,5,https://www.blackhillsinfosec.com/six-tips-for-managing-penetration-test-data/,"general infosec tips & tricks, how-to, informational, infosec 101, john malone, archive, data, testing",john malone // introduction information is power. this sentiment also holds true when discussing the creation of a supporting archive. a supporting archive is something that we put together to […]
bhis,dynamic device code phishing,BHIS,2023-05-16 19:55:14+00:00,2023,5,https://www.blackhillsinfosec.com/dynamic-device-code-phishing/,"blue team, incident response, informational, infosec 301, phishing, red team, social engineering, steve borosh, device code, microsoft","rvrsh3ll //  introduction  this blog post is intended to give a light overview of device codes, access tokens, and refresh tokens. here, i focus on the technical how-to for standing […]"
bhis,"auditd field spoofing: now you auditd me, now you auditdon’t",BHIS,2023-05-11 14:30:00+00:00,2023,5,https://www.blackhillsinfosec.com/auditd-field-spoofing-now-you-auditd-me-now-you-auditdont/,"informational, linux, moth, auditd, c, evasion","moth // introduction  one fateful night in june of 2022, ethan sent a message to the crew: “anyone know ways to fool auditd on linux? i’m trying to figure out how to change the auid (audit […]"
bhis,"if you don’t ruse, you lose: a simple guide to blending in while breaking in",Kassie Kimball,2023-04-20 16:30:00+00:00,2023,4,https://www.blackhillsinfosec.com/if-you-dont-ruse-you-lose/,"informational, joseph kingstone, physical, red team",joseph kingstone // are you assigned a physical penetration test and want to fly under the radar and meet all of your objectives like the elite hacker you are? stick around […]
bhis,shenetworks recommends: 9 must watch bhis youtube videos,Kassie Kimball,2023-04-13 16:30:00+00:00,2023,4,https://www.blackhillsinfosec.com/shenetworks-recommends-9-must-watch-bhis-youtube-videos/,"general infosec tips & tricks, informational, infosec 101, serena dipenti, infosec for beginners, pentesting","shenetworks // the black hills information security youtube channel has over 400 videos available. over the past year, i have attended many webcasts and explored plenty of the videos. i […]"
bhis,genymotion – proxying android app traffic through burp suite | cameron cartier,Kassie Kimball,2023-04-07 16:51:47+00:00,2023,4,https://www.blackhillsinfosec.com/genymotion-proxying-android-app-traffic-through-burp-suite/,informational,"mobile app testing is a category showing no signs of slowing down. in this video, bhis tester cameron cartier walks us through linking genymotion to burp suite for traffic monitoring. […]"
bhis,field guide to the android manifest file,BHIS,2023-04-06 16:16:04+00:00,2023,4,https://www.blackhillsinfosec.com/field-guide-to-the-android-manifest-file/,"cameron cartier, informational, infosec 101, mobile, android, android hacking, android security, application security, hacking, reverse engineering, security",every android application has a “manifest.xml” file located in the root directory of the apk. (remember apks are just zip files.) the manifest file is like a guide to the application.
bhis,got enough monitors?,Kassie Kimball,2023-03-28 15:30:00+00:00,2023,3,https://www.blackhillsinfosec.com/got-enough-monitors/,"carrie roberts, general infosec tips & tricks, informational","carrie roberts // guest blog ok, i admit it: i might have a problem. but seriously, can you ever really have enough screen space? in this blog post, i’ll describe […]"
bhis,ssh… don’t tell them i am not https: how attackers use ssh.exe as a backdoor into your network,Kassie Kimball,2023-03-21 15:55:46+00:00,2023,3,https://www.blackhillsinfosec.com/ssh-dont-tell-them-i-am-not-https/,"blue team, c2, derek banks, hunt teaming, incident response, informational","derek banks // living off the land binaries, scripts, and libraries, known as lolbins or lolbas, are legitimate components of an operating system that threat actors can use to achieve […]"
bhis,your browser is not a safe space,Kassie Kimball,2023-03-14 04:52:50+00:00,2023,3,https://www.blackhillsinfosec.com/your-browser-is-not-a-safe-space/,"blue team, corey ham, informational, red team, browser security, data breaches, malware, password managers, stealer logs","corey ham // tl;dr   use a password manager instead of browser storage for passwords, credit card numbers, and other autofill items.   personal security: do not save anything sensitive in […]"
bhis,parsing sysmon logs on microsoft sentinel,Kassie Kimball,2023-03-07 19:23:21+00:00,2023,3,https://www.blackhillsinfosec.com/parsing-sysmon-logs-on-microsoft-sentinel/,"blue team, blue team tools, how-to, informational, jordan drysdale",jordan drysdale // tl;dr: many parsers have been written and several are referenced here. this blog describes a simple parser for sysmon logs through event id (eid) 28 for microsoft […]
bhis,hit the ground running with prototype pollution,Kassie Kimball,2023-02-28 18:47:31+00:00,2023,2,https://www.blackhillsinfosec.com/hit-the-ground-running-with-prototype-pollution/,"finding, how-to, informational, isaac burton, web app, prototype pollution, web api","isaac burton // for as long as we have known about prototype pollution vulnerabilities, there has been confusion on what they are and how they can be exploited. we’re going […]"
bhis,forwarding traffic through ssh,Kassie Kimball,2023-02-23 19:06:31+00:00,2023,2,https://www.blackhillsinfosec.com/forwarding-traffic-through-ssh/,"fernando panizza, general infosec tips & tricks, how-to, informational","fernando panizza // this was meant to be an openssh how-to blog, but since i had time, i decided to read the man pages (manual pages that you can access […]"
bhis,tales from the pick: intro to physical security tools,Kassie Kimball,2023-02-21 17:42:22+00:00,2023,2,https://www.blackhillsinfosec.com/tales-from-the-pick-intro-to-physical-security-tools/,"how-to, joseph kingstone, physical",joseph kingstone // looking to get into physical security? not sure what you need to get started? look no further.  what are physical security assessments?   physical security assessments evaluate an […]
bhis,"gowitness, a tester’s time saver",Kassie Kimball,2023-02-16 18:30:00+00:00,2023,2,https://www.blackhillsinfosec.com/gowitness-a-testers-time-saver/,"alyssa snow, external/internal, general infosec tips & tricks, how-to, informational, recon, web app","alyssa snow // during an external or internal network penetration test, it can be challenging to comb through each web server in scope to find the juicy stuff. during a […]"
bhis,mitm6 strikes again: the dark side of ipv6,Kassie Kimball,2023-02-14 16:30:00+00:00,2023,2,https://www.blackhillsinfosec.com/mitm6-strikes-again-the-dark-side-of-ipv6/,"dale hobbs, external/internal, how-to, informational, infosec 201, ipv6, machine-in-the-middle, mitm6, ntlmrelayx, replication-get-changes-all","dale hobbs // as the world becomes increasingly connected through the internet, cyber attacks have become more sophisticated and prevalent. one type of attack that you may not have heard […]"
bhis,exploit development – a sincere form of flattery,Kassie Kimball,2023-02-09 18:31:42+00:00,2023,2,https://www.blackhillsinfosec.com/exploit-development-a-sincere-form-of-flattery/,"informational, moth, exploit development, python, scapy, tcpdump, vulnerability, wireshark","moth // recently, bhis penetration tester dale hobbs was on an internal network penetration test and came across an rpc-based arbitrary command execution vulnerability in his vulnerability scan results.  i […]"
bhis,who’s bootin’? dissecting the master boot record,Kassie Kimball,2023-02-07 16:36:39+00:00,2023,2,https://www.blackhillsinfosec.com/dissecting-the-master-boot-record/,"blue team, dfir, general infosec tips & tricks, hal denton, how-to, informational, digital forensics and incident response, master boot record",hal denton // have you ever been given an encrypted hard drive to perform forensic analysis on? what could go wrong? probably the first thought rolling through your mind is […]
bhis,how to build a pentest robot with selenium ide,Kassie Kimball,2023-02-02 16:51:52+00:00,2023,2,https://www.blackhillsinfosec.com/how-to-build-a-pentest-robot-with-selenium-ide/,"external/internal, how-to, mobile, password spray, red team, sean verity, web app","have you ever been on a pentest and thought to yourself, “i wish i had a robot to do this testing for me right now cuz this is just too much work”?"
bhis,pnpt: certification review,Kassie Kimball,2023-01-31 12:52:59+00:00,2023,1,https://www.blackhillsinfosec.com/pnpt-certification-review/,"daniel pizarro, external/internal, general infosec tips & tricks, informational, llmnr, password cracking, password spray, recon, red team, red team tools, web app, cybersecurity certification, pnpt","daniel pizarro // what is the pnpt?  the practical network penetration tester (pnpt), created by tcm security (tcms), is a 5-day ethical hacking certification exam that assesses a pentester’s ability […]"
bhis,start to finish: configuring an android phone for pentesting,Kassie Kimball,2023-01-25 15:26:43+00:00,2023,1,https://www.blackhillsinfosec.com/start-to-finish-configuring-an-android-phone-for-pentesting/,"how-to, mobile, android, android hacking, mobile hacking, penetration testing, pentesting, walkthrough","jeff barbi // *guest post background unless you’re pentesting mobile apps consistently, it’s easy for your methodologies to fall out of date. each new version of android brings with it […]"
bhis,forward into 2023: browser and o/s security features,Kassie Kimball,2023-01-18 16:38:12+00:00,2023,1,https://www.blackhillsinfosec.com/forward-into-2023-browser-and-os-security-features/,"general infosec tips & tricks, informational, joff thyer, red team, web app","joff thyer // introduction we have already arrived at the end of 2022; wow, that was fast. as with any industry or aspect of life, we find ourselves peering into […]"
bhis,talkin’ about infosec news – 12/21/2022,"Blog - Black Hills Information Security, Inc.",2022-12-21 18:29:44+00:00,2022,12,https://www.blackhillsinfosec.com/talkin-about-infosec-news-12-21-2022/,informational,00:00 – preshow banter™ — talkin’ bout [elon] news00:51 – bhis – talkin’ bout [infosec] news 2022-12-1902:46 – story # 1: antivirus and edr solutions tricked into acting as data […]
bhis,snmp… strings attached!,Kassie Kimball,2022-12-21 15:08:47+00:00,2022,12,https://www.blackhillsinfosec.com/snmp-strings-attached/,"author, dale hobbs, external/internal, how-to, informational, infosec 201, recon, community strings, default, snmp",dale hobbs // one thing that i almost always find when performing an internal network penetration test is simple network management protocol (snmp) configured with default community strings. simple network […]
bhis,plumhound reporting engine for bloodhoundad,Kassie Kimball,2022-12-06 17:05:22+00:00,2022,12,https://www.blackhillsinfosec.com/plumhound-reporting-engine-for-bloodhoundad/,"author, blue team, informational, kent ickler, active directory, bloodhound, bloodhoundad, control paths, domains, plumhound, purple team, reports, system administration",kent ickler // it’s been over two years since jordan and i talked about a blue team’s perspective on red team tools.   a blue team’s perspective on red team hack […]
bhis,new powershell history defense evasion technique,Kassie Kimball,2022-11-29 16:15:11+00:00,2022,11,https://www.blackhillsinfosec.com/new-powershell-history-defense-evasion-technique/,"blue team, carrie roberts, general infosec tips & tricks, informational, infosec 101, recon, red team",carrie roberts // powershell incorporates the handy feature of writing commands executed to a file to make them easy to refer back to later. this functionality is provided by the […]
bhis,webcast: firmware enumeration using open source tools w/ paul asadoorian,BHIS,2022-11-04 14:28:08+00:00,2022,11,https://www.blackhillsinfosec.com/webcast-firmware-enumeration-using-open-source-tools-w-paul-asadoorian/,webcasts,"in this black hills information security (bhis) webcast, paul will share free and open-source tools and techniques to evaluate the state of security on the firmware-based devices that live inside […]"
bhis,"webcast: pentester tactics, techniques, and procedures ttps w/ chris traynor",BHIS,2022-11-04 14:24:19+00:00,2022,11,https://www.blackhillsinfosec.com/webcast-pentester-tactics-techniques-and-procedures-ttps-w-chris-traynor/,"author, chris traynor, webcasts",penetration testing is often considered a dark art that’s shrouded in mystery. this unfortunate perception can hold back organizations from being more secure and keep people from an exciting career. […]
bhis,webcast: coercions and relays – the first cred is the deepest w/ gabriel prud’homme,BHIS,2022-10-25 21:01:16+00:00,2022,10,https://www.blackhillsinfosec.com/webcast-coercions-and-relays-the-first-cred-is-the-deepest-w-gabriel-prudhomme/,"author, gabriel prud'homme, webcasts",
bhis,webcast: offensive windows event logs w/ tim fowler,BHIS,2022-10-25 20:58:16+00:00,2022,10,https://www.blackhillsinfosec.com/webcast-offensive-windows-event-logs-w-tim-fowler/,"author, tim fowler, webcasts",
bhis,"webcast: demystifying web3 attack vectors, w/ beau bullock and steve borosh",BHIS,2022-10-25 20:54:43+00:00,2022,10,https://www.blackhillsinfosec.com/webcast-demystifying-web3-attack-vectors-w-beau-bullock-and-steve-borosh/,"author, beau bullock, steve borosh, webcasts",
bhis,webcast: getting started: cybersecurity maturity model certification (cmmc) w/ cj cox & adam austin,BHIS,2022-10-25 20:49:50+00:00,2022,10,https://www.blackhillsinfosec.com/webcast-getting-started-cybersecurity-maturity-model-certification-cmmc-w-cj-cox-adam-austin/,"author, cj cox, webcasts",
bhis,webcast: how bartending made me a better infosec consultant w/ ben burkhart,BHIS,2022-10-25 20:45:12+00:00,2022,10,https://www.blackhillsinfosec.com/webcast-how-bartending-made-me-a-better-infosec-consultant-w-ben-burkhart/,"author, ben burkhart, webcasts",
bhis,webcast: how dns can be abused for command & control w/ troy wojewoda,BHIS,2022-10-25 20:35:56+00:00,2022,10,https://www.blackhillsinfosec.com/webcast-how-dns-can-be-abused-for-command-control-w-troy-wojewoda/,"author, how-to, troy wojewoda, webcasts",
bhis,webcast: introduction to pentesting w/ mike felch,BHIS,2022-10-25 20:30:45+00:00,2022,10,https://www.blackhillsinfosec.com/webcast-introduction-to-pentesting-w-mike-felch/,"author, mike felch, webcasts",
bhis,webcast: how to detect and respond to business email (m365) compromise w/ the bhis dfir team,BHIS,2022-10-25 20:21:33+00:00,2022,10,https://www.blackhillsinfosec.com/webcast-how-to-detect-and-respond-to-business-email-m365-compromise-w-the-bhis-dfir-team/,"author, david fletcher, derek banks, hal denton, troy wojewoda, webcasts",
bhis,webcast: how to burn out in infosec (and what to do next) w/ corey ham and others,BHIS,2022-10-25 19:57:39+00:00,2022,10,https://www.blackhillsinfosec.com/webcast-how-to-burn-out-in-infosec-and-what-to-do-next-w-corey-ham-and-others/,"author, corey ham, michael allen, webcasts",
bhis,webcast: how to deliver payloads in an enterprise attack w/ steve borosh,BHIS,2022-10-25 19:40:46+00:00,2022,10,https://www.blackhillsinfosec.com/webcast-how-to-deliver-payloads-in-an-enterprise-attack-w-steve-borosh/,"author, steve borosh, webcasts",
bhis,webcast: atomic red team: hands-on getting started guide w/ carrie & darin roberts,BHIS,2022-10-25 19:37:52+00:00,2022,10,https://www.blackhillsinfosec.com/webcast-atomic-red-team-hands-on-getting-started-guide-w-carrie-darin-roberts/,"author, carrie roberts, darin roberts, webcasts",
bhis,webcast: modern c2 and data exfiltration w/ kyle avery,BHIS,2022-10-25 19:18:57+00:00,2022,10,https://www.blackhillsinfosec.com/webcast-modern-c2-and-data-exfiltration-w-kyle-avery/,"author, kyle avery, webcasts",
bhis,webcast: looking for needles in needlestacks w/ threat hunting toolkit,BHIS,2022-10-25 18:30:19+00:00,2022,10,https://www.blackhillsinfosec.com/webcast-looking-for-needles-in-needlestacks-w-threat-hunting-toolkit/,"author, derek banks, ethan robish, webcasts",
bhis,webcast: getting started in covert .net tradecraft for post-exploitation – kyle avery,BHIS,2022-10-25 18:21:45+00:00,2022,10,https://www.blackhillsinfosec.com/webcast-getting-started-in-covert-net-tradecraft-for-post-exploitation-kyle-avery/,"author, kyle avery, webcasts",
bhis,how to play competitive backdoors & breaches w/ jason blanchard (1-hour),BHIS,2022-10-25 18:18:13+00:00,2022,10,https://www.blackhillsinfosec.com/how-to-play-competitive-backdoors-breaches-w-jason-blanchard-1-hour/,"author, backdoors & breaches, blue team, fun & games, jason blanchard, webcasts",
bhis,devops for hackers with hands-on labs w/ ralph may (4-hour workshop),BHIS,2022-10-25 18:13:40+00:00,2022,10,https://www.blackhillsinfosec.com/devops-for-hackers-with-hands-on-labs-w-ralph-may-4-hour-workshop/,"author, ralph may, webcasts",
bhis,webcast: attack tactics 8 – poison the well – jordan drysdale & david fletcher,BHIS,2022-10-25 17:47:01+00:00,2022,10,https://www.blackhillsinfosec.com/webcast-attack-tactics-8-poison-the-well-jordan-drysdale-david-fletcher/,"author, david fletcher, jordan drysdale, red team, red team tools, webcasts",
bhis,talkin’ about infosec news – 10/17/2022,"Blog - Black Hills Information Security, Inc.",2022-10-18 18:37:09+00:00,2022,10,https://www.blackhillsinfosec.com/talkin-about-infosec-news-10-17-2022/,informational,00:00 – preshow banter™ — dumpster fire friends03:07 – preshow banter™ — whhf deadwood –  03:48 – bhis – talkin’ bout [infosec] news 2022-10-0307:37 – story # 1: high-severity […]
bhis,pogs at wild west hackin’ fest!,Kassie Kimball,2022-10-12 21:19:24+00:00,2022,10,https://www.blackhillsinfosec.com/pogs-at-wild-west-hackin-fest/,"fun & games, wwhf: deadwood 2022","ean meyer // this post is for attendees of wild west hackin’ fest: deadwood 2022 pogs? yes, pogs! if you aren’t familiar with pogs, this game started decades ago, reaching […]"
bhis,why you really need to stop disabling uac,Kassie Kimball,2022-09-28 20:18:50+00:00,2022,9,https://www.blackhillsinfosec.com/why-you-really-need-to-stop-disabling-uac/,"author, blue team, noah heckman, administration, uac, windows","noah heckman // windows vista didn’t have many fans in the windows community (to put it lightly). it beaconed in a new user interface, file structure, and a bunch of […]"
bhis,constrained language mode bypass when __pslockdownpolicy is used,Kassie Kimball,2022-09-27 15:30:59+00:00,2022,9,https://www.blackhillsinfosec.com/constrained-language-mode-bypass-when-pslockdownpolicy-is-used/,"blue team, general infosec tips & tricks, informational, infosec 101, red team, carrie roberts, powershell",carrie roberts // powershell’s constrained language (clm) mode limits the functionality available to users to reduce the attack surface. it is meant to be used in conjunction with application control […]
bhis,avoiding memory scanners,Kassie Kimball,2022-09-22 17:48:35+00:00,2022,9,https://www.blackhillsinfosec.com/avoiding-memory-scanners/,"red team, red team tools, aceldr, cobalt strike, evasion, foliage, gargoyle, malware, moneta, pe-sieve, yara","kyle avery // introduction this post compliments a presentation i gave at def con 30 – “avoiding memory scanners: customizing malware to evade yara, pe-sieve, and more,” which included the […]"
bhis,so you want to build a conference hardware badge!,Kassie Kimball,2022-09-15 17:05:02+00:00,2022,9,https://www.blackhillsinfosec.com/so-you-want-to-build-a-conference-hardware-badge/,"author, fun & games, how-to, informational, ray felch","ray felch // recently, it was suggested that it would be cool to create a hardware badge for one of the upcoming infosec conferences. admittedly, i have a pretty solid […]"
bhis,linux system call monitoring,Kassie Kimball,2022-09-13 16:37:36+00:00,2022,9,https://www.blackhillsinfosec.com/linux-system-call-monitoring/,"informational, c, linux, linux kernel","moth // i’ve been diving deep into linux lately, with my latest kick being exploring the linux kernel. i’ve found “the linux programming interface” (tlpi) by michael kerrisk, among others, […]"
bhis,windows event logs for red teams,Kassie Kimball,2022-08-08 15:17:06+00:00,2022,8,https://www.blackhillsinfosec.com/windows-event-logs-for-red-teams/,"author, how-to, red team, red team tools, tim fowler, event logs, fileless, injection, logging, payloads, shellcode","tim fowler // do you know what could be lurking in your windows event logs? in may of 2022, i was sent a threat post article about a new technique […]"
bhis,impacket defense basics with an azure lab,Kassie Kimball,2022-07-26 17:06:57+00:00,2022,7,https://www.blackhillsinfosec.com/impacket-defense-basics-with-an-azure-lab/,"author, blue team, blue team tools, external/internal, general infosec tips & tricks, how-to, informational, infosec 101, jordan drysdale, azure, defense, detection, doazlab.com, impacket","jordan drysdale // overview the following description of some of impacket’s tools and techniques is a tribute to the authors, secureauthcorp, and the open-source effort to maintain and extend the code. […]"
bhis,lessons learned while pentesting graphql,Kassie Kimball,2022-07-06 20:24:06+00:00,2022,7,https://www.blackhillsinfosec.com/lessons-learned-while-pentesting-graphql/,"how-to, web app","sean verity // graphql is one of those technologies that i heard about several years ago but had not encountered during an actual pentest. after reading a blog or two, […]"
bhis,"for web content discovery, who you gonna call? gobuster!",Kassie Kimball,2022-06-14 17:11:06+00:00,2022,6,https://www.blackhillsinfosec.com/for-web-content-discovery-who-you-gonna-call-gobuster/,"author, external/internal, general infosec tips & tricks, melissa bruno, web app","melissa bruno // one of the best early steps to take when testing a network, especially a large one, is to run the tool eyewitness to gain a quick understanding […]"
bhis,phishing made easy(ish),Kassie Kimball,2022-06-07 15:02:08+00:00,2022,6,https://www.blackhillsinfosec.com/phishing-made-easyish/,"how-to, informational, infosec 101, phishing, red team, social engineering, ansible, automation, credential capture, ethical, hacking, html","hannah cartier // social engineering, especially phishing, is becoming increasingly prevalent in red team engagements as well as real-world attacks. as security awareness improves and systems become more locked down, […]"
bhis,impacket offense basics with an azure lab,Kassie Kimball,2022-06-01 18:00:36+00:00,2022,6,https://www.blackhillsinfosec.com/impacket-offense-basics-with-an-azure-lab/,"author, external/internal, general infosec tips & tricks, how-to, informational, infosec 101, infosec 201, jordan drysdale, red team tools","jordan drysdale // overview the following description of some of impacket’s tools and techniques is a tribute to the authors, secureauthcorp, and the open-source effort to maintain and extend the […]"
bhis,spoofing microsoft 365 like it’s 1995,Kassie Kimball,2022-05-24 18:37:17+00:00,2022,5,https://www.blackhillsinfosec.com/spoofing-microsoft-365-like-its-1995/,"author, general infosec tips & tricks, how-to, informational, red team, steve borosh, microsoft 365, spoofing",steve borosh // why phishing? those of us on the offensive side of security often find ourselves in the position to test our clients’ resilience to phishing attacks. according to […]
bhis,geopolitical cyber-detection lures for attribution with microsoft sentinel,Kassie Kimball,2022-05-17 18:01:43+00:00,2022,5,https://www.blackhillsinfosec.com/geopolitical-cyber-detection-lures-for-attribution-with-microsoft-sentinel/,"author, blue team, blue team tools, general infosec tips & tricks, how-to, hunt teaming, informational, infosec 101, jordan drysdale, arm templates, attribution, detection, engineering, geopolitics, hunting, microsoft sentinel","jordan drysdale // summary! there are tons of security event management (siem) solutions available these days, but this blog will focus on microsoft sentinel. sentinel is easy to deploy, logs […]"
bhis,how to use backdoors & breaches to do tabletop exercises and learn cybersecurity,BHIS,2022-05-16 11:22:17+00:00,2022,5,https://www.blackhillsinfosec.com/how-to-use-backdoors-breaches/,"author, backdoors & breaches, blue team, blue team tools, corey ham, fun & games, hal denton, how-to, informational, jason blanchard, kiersten gross, noah heckman, troy wojewoda, webcasts","have you heard of backdoors & breaches, or even have a deck of your own, and yet… still don’t know how to use it? we created an incident response card […]"
bhis,rogue rdp – revisiting initial access methods,Kassie Kimball,2022-02-28 16:25:42+00:00,2022,2,https://www.blackhillsinfosec.com/rogue-rdp-revisiting-initial-access-methods/,"author, c2, general infosec tips & tricks, mike felch, red team, initial access, rdp, remote desktop","mike felch // the hunt for initial access with the default disablement of vba macros originating from the internet, microsoft may be pitching a curveball to threat actors and red […]"
bhis,the dns over https (doh) mess,Kassie Kimball,2022-02-15 19:36:20+00:00,2022,2,https://www.blackhillsinfosec.com/the-dns-over-https-doh-mess/,"author, general infosec tips & tricks, how-to, informational, infosec 301, joff thyer, dns security",joff thyer // i woke up this monday morning thinking that it’s about time i spent time looking at my domain name service (dns) configuration in my network. (this thought […]
